Table Name Index System Call              Handler Address    Symbol                                                      
32bit        320                          0xffffffff812223d0 compat_sys_utimensat                                        
32bit        321                          0xffffffff81219840 compat_SyS_signalfd                                         
32bit        322                          0xffffffff8121a6e0 SyS_timerfd_create                                          
32bit        323                          0xffffffff8121b560 sys_eventfd                                                 
32bit        324                          0xffffffff81065730 sys32_fallocate                                             
32bit        325                          0xffffffff8121a920 compat_sys_timerfd_settime                                  
32bit        326                          0xffffffff8121a9c0 compat_sys_timerfd_gettime                                  
32bit        327                          0xffffffff81219600 compat_sys_signalfd4                                        
32bit        328                          0xffffffff8121b4f0 SyS_eventfd2                                                
32bit        329                          0xffffffff81217770 SyS_epoll_create1                                           
32bit        330                          0xffffffff811f1400 SyS_dup3                                                    
32bit        331                          0xffffffff811dcc20 SyS_pipe2                                                   
32bit        332                          0xffffffff81214080 sys_inotify_init1                                           
32bit        333                          0xffffffff811d5130 compat_SyS_preadv                                           
32bit        334                          0xffffffff811d5210 compat_sys_pwritev                                          
32bit        335                          0xffffffff810816e0 compat_SyS_rt_tgsigqueueinfo                                
32bit        336                          0xffffffff8115a3e0 sys_perf_event_open                                         
32bit        337                          0xffffffff81681a30 compat_SyS_recvmmsg                                         
32bit        338                          0xffffffff81215820 SyS_fanotify_init                                           
32bit        339                          0xffffffff81216010 compat_sys_fanotify_mark                                    
32bit        340                          0xffffffff81085650 sys_prlimit64                                               
32bit        341                          0xffffffff8122dfb0 sys_name_to_handle_at                                       
32bit        342                          0xffffffff81223ed0 compat_SyS_open_by_handle_at                                
32bit        343                          0xffffffff810f4350 compat_sys_clock_adjtime                                    
32bit        344                          0xffffffff81203120 SyS_syncfs                                                  
32bit        345                          0xffffffff81681990 compat_SyS_sendmmsg                                         
32bit        346                          0xffffffff81095840 sys_setns                                                   
32bit        347                          0xffffffff8119ed20 compat_SyS_process_vm_readv                                 
32bit        348                          0xffffffff8119ed50 compat_sys_process_vm_writev                                
32bit        349                          0xffffffff810d6dd0 SyS_kcmp                                                    
32bit        350                          0xffffffff810ee190 SyS_finit_module                                            
32bit        351                          0xffffffff810a03e0 SyS_sched_setattr                                           
32bit        352                          0xffffffff810a06d0 sys_sched_getattr                                           
32bit        353                          0xffffffff811e5280 SyS_renameat2                                               
32bit        354                          0xffffffff8111cc20 sys_seccomp                                                 
32bit        355                          0x0000000000000000 __per_cpu_start                                             
32bit        356                          0xffffffff81d4f265 HOOKED: UNKNOWN                                             
32bit        357                          0xffffffff81d4f265 HOOKED: UNKNOWN                                             
32bit        358                          0xffffffff81d4f265 HOOKED: UNKNOWN                                             
32bit        359                          0xffffffff81d4f265 HOOKED: UNKNOWN                                             
32bit        360                          0xffffffff81d4f280 HOOKED: UNKNOWN                                             
32bit        361                          0xffffffff81d4f280 HOOKED: UNKNOWN                                             
32bit        362                          0xffffffff81d4f265 HOOKED: UNKNOWN                                             
32bit        363                          0xffffffff81d4f279 HOOKED: UNKNOWN                                             
32bit        364                          0xffffffff81d4f25e HOOKED: UNKNOWN                                             
32bit        365                          0xffffffff81d4f287 HOOKED: UNKNOWN                                             
32bit        366                          0x5f7465735f696665 HOOKED: UNKNOWN                                             
32bit        367                          0x73736d6d5f637472 HOOKED: UNKNOWN                                             
32bit        368                          0x0000000000000000 __per_cpu_start                                             
32bit        369                          0x0000000000000000 __per_cpu_start                                             
32bit        370                          0x0000000000000000 __per_cpu_start                                             
32bit        371                          0x0000000000000000 __per_cpu_start                                             
32bit        372                          0xffffffff81068b00 HOOKED: UNKNOWN                                             
32bit        373                          0xffffffff81068bd0 HOOKED: UNKNOWN                                             
32bit        374                          0xffffffff81069428 HOOKED: UNKNOWN                                             
32bit        375                          0xffffffff81068b00 HOOKED: UNKNOWN                                             
32bit        376                          0xffffffff81069428 HOOKED: UNKNOWN                                             
32bit        377                          0xffffffff81069428 HOOKED: UNKNOWN                                             
32bit        378                          0xffffffff81069428 HOOKED: UNKNOWN                                             
32bit        379                          0xffffffff81069428 HOOKED: UNKNOWN                                             
32bit        380                          0xffffffff81068938 HOOKED: UNKNOWN                                             
32bit        381                          0xffffffff81069428 HOOKED: UNKNOWN                                             
32bit        382                          0xffffffff81069428 HOOKED: UNKNOWN                                             
32bit        383                          0xffffffff81068938 HOOKED: UNKNOWN                                             
32bit        384                          0xffffffff81069428 HOOKED: UNKNOWN                                             
32bit        385                          0xffffffff81069428 HOOKED: UNKNOWN                                             
32bit        386                          0xffffffff81069428 HOOKED: UNKNOWN                                             
32bit        387                          0xffffffff81069428 HOOKED: UNKNOWN                                             
32bit        388                          0xffffffff81068b00 HOOKED: UNKNOWN                                             
32bit        389                          0xffffffff81068aa8 HOOKED: UNKNOWN                                             
32bit        390                          0xffffffff81069428 HOOKED: UNKNOWN                                             
32bit        391                          0xffffffff81068b00 HOOKED: UNKNOWN                                             
32bit        392                          0xffffffff81069428 HOOKED: UNKNOWN                                             
32bit        393                          0xffffffff81069428 HOOKED: UNKNOWN                                             
32bit        394                          0xffffffff81069428 HOOKED: UNKNOWN                                             
32bit        395                          0xffffffff81069428 HOOKED: UNKNOWN                                             
32bit        396                          0xffffffff81068938 HOOKED: UNKNOWN                                             
32bit        397                          0xffffffff810689f8 HOOKED: UNKNOWN                                             
32bit        398                          0xffffffff81069428 HOOKED: UNKNOWN                                             
32bit        399                          0xffffffff81068938 HOOKED: UNKNOWN                                             
32bit        400                          0xffffffff81068ba0 HOOKED: UNKNOWN                                             
32bit        401                          0xffffffff81069428 HOOKED: UNKNOWN                                             
32bit        402                          0xffffffff81069428 HOOKED: UNKNOWN                                             
32bit        403                          0xffffffff81069428 HOOKED: UNKNOWN                                             
32bit        404                          0xffffffff81068870 HOOKED: UNKNOWN                                             
32bit        405                          0xffffffff81068aa8 HOOKED: UNKNOWN                                             
32bit        406                          0xffffffff81069428 HOOKED: UNKNOWN                                             
32bit        407                          0xffffffff81068870 HOOKED: UNKNOWN                                             
32bit        408                          0xffffffff81068748 HOOKED: UNKNOWN                                             
32bit        409                          0xffffffff81069428 HOOKED: UNKNOWN                                             
32bit        410                          0xffffffff81069428 HOOKED: UNKNOWN                                             
32bit        411                          0xffffffff81069428 HOOKED: UNKNOWN                                             
32bit        412                          0xffffffff81068870 HOOKED: UNKNOWN                                             
32bit        413                          0xffffffff810689f8 HOOKED: UNKNOWN                                             
32bit        414                          0xffffffff81069428 HOOKED: UNKNOWN                                             
32bit        415                          0xffffffff81068870 HOOKED: UNKNOWN                                             
32bit        416                          0xffffffff81068718 HOOKED: UNKNOWN                                             
32bit        417                          0xffffffff81069428 HOOKED: UNKNOWN                                             
32bit        418                          0xffffffff81069428 HOOKED: UNKNOWN                                             
32bit        419                          0xffffffff81069428 HOOKED: UNKNOWN                                             
32bit        420                          0xffffffff81068778 HOOKED: UNKNOWN                                             
32bit        421                          0xffffffff81068aa8 HOOKED: UNKNOWN                                             
32bit        422                          0xffffffff81069428 HOOKED: UNKNOWN                                             
32bit        423                          0xffffffff81068778 HOOKED: UNKNOWN                                             
32bit        424                          0xffffffff81069428 HOOKED: UNKNOWN                                             
32bit        425                          0xffffffff81069428 HOOKED: UNKNOWN                                             
32bit        426                          0xffffffff81069428 HOOKED: UNKNOWN                                             
32bit        427                          0xffffffff81069428 HOOKED: UNKNOWN                                             
32bit        428                          0xffffffff81068778 HOOKED: UNKNOWN                                             
32bit        429                          0xffffffff810689f8 HOOKED: UNKNOWN                                             
32bit        430                          0xffffffff81069428 HOOKED: UNKNOWN                                             
32bit        431                          0xffffffff81068778 HOOKED: UNKNOWN                                             
32bit        432                          0xffffffff81068578 HOOKED: UNKNOWN                                             
32bit        433                          0xffffffff81069428 HOOKED: UNKNOWN                                             
32bit        434                          0xffffffff81069428 HOOKED: UNKNOWN                                             
32bit        435                          0xffffffff81069428 HOOKED: UNKNOWN                                             
32bit        436                          0xffffffff81068b00 HOOKED: UNKNOWN                                             
32bit        437                          0xffffffff81069340 HOOKED: UNKNOWN                                             
32bit        438                          0xffffffff81069428 HOOKED: UNKNOWN                                             
32bit        439                          0xffffffff81068b00 HOOKED: UNKNOWN                                             
32bit        440                          0xffffffff81069330 HOOKED: UNKNOWN                                             
32bit        441                          0xffffffff81069428 HOOKED: UNKNOWN                                             
32bit        442                          0xffffffff81069428 HOOKED: UNKNOWN                                             
32bit        443                          0xffffffff81069428 HOOKED: UNKNOWN                                             
32bit        444                          0xffffffff81068938 HOOKED: UNKNOWN                                             
32bit        445                          0xffffffff81069380 HOOKED: UNKNOWN                                             
32bit        446                          0xffffffff81069428 HOOKED: UNKNOWN                                             
32bit        447                          0xffffffff81068938 HOOKED: UNKNOWN                                             
32bit        448                          0xffffffff810691c8 HOOKED: UNKNOWN                                             
32bit        449                          0xffffffff81069428 HOOKED: UNKNOWN                                             
32bit        450                          0xffffffff81069428 HOOKED: UNKNOWN                                             
32bit        451                          0xffffffff81069428 HOOKED: UNKNOWN                                             
32bit        452                          0xffffffff81068b00 HOOKED: UNKNOWN                                             
32bit        453                          0xffffffff81068aa8 HOOKED: UNKNOWN                                             
32bit        454                          0xffffffff81069428 HOOKED: UNKNOWN                                             
32bit        455                          0xffffffff81068b00 HOOKED: UNKNOWN                                             
32bit        456                          0xffffffff81069428 HOOKED: UNKNOWN                                             
32bit        457                          0xffffffff81069428 HOOKED: UNKNOWN                                             
32bit        458                          0xffffffff81069428 HOOKED: UNKNOWN                                             
32bit        459                          0xffffffff81069428 HOOKED: UNKNOWN                                             
32bit        460                          0xffffffff81068938 HOOKED: UNKNOWN                                             
32bit        461                          0xffffffff810689f8 HOOKED: UNKNOWN                                             
32bit        462                          0xffffffff81069428 HOOKED: UNKNOWN                                             
32bit        463                          0xffffffff81068938 HOOKED: UNKNOWN                                             
32bit        464                          0xffffffff81069428 HOOKED: UNKNOWN                                             
32bit        465                          0xffffffff81068fb0 HOOKED: UNKNOWN                                             
32bit        466                          0xffffffff81068f20 HOOKED: UNKNOWN                                             
32bit        467                          0xffffffff81068ed0 HOOKED: UNKNOWN                                             
32bit        468                          0xffffffff81068e50 HOOKED: UNKNOWN                                             
32bit        469                          0xffffffff81068aa8 HOOKED: UNKNOWN                                             
32bit        470                          0xffffffff81069428 HOOKED: UNKNOWN                                             
32bit        471                          0xffffffff81068e50 HOOKED: UNKNOWN                                             
32bit        472                          0xffffffff81069428 HOOKED: UNKNOWN                                             
32bit        473                          0xffffffff810692f0 HOOKED: UNKNOWN                                             
32bit        474                          0xffffffff810692d0 HOOKED: UNKNOWN                                             
32bit        475                          0xffffffff810690a8 HOOKED: UNKNOWN                                             
32bit        476                          0xffffffff81069428 HOOKED: UNKNOWN                                             
32bit        477                          0xffffffff810689f8 HOOKED: UNKNOWN                                             
32bit        478                          0xffffffff81069428 HOOKED: UNKNOWN                                             
32bit        479                          0xffffffff81069428 HOOKED: UNKNOWN                                             
32bit        480                          0xffffffff81069428 HOOKED: UNKNOWN                                             
32bit        481                          0xffffffff81069040 HOOKED: UNKNOWN                                             
32bit        482                          0xffffffff81068d70 HOOKED: UNKNOWN                                             
32bit        483                          0xffffffff81068ce8 HOOKED: UNKNOWN                                             
32bit        484                          0xffffffff81068e50 HOOKED: UNKNOWN                                             
32bit        485                          0xffffffff81068aa8 HOOKED: UNKNOWN                                             
32bit        486                          0xffffffff81069428 HOOKED: UNKNOWN                                             
32bit        487                          0xffffffff81068e50 HOOKED: UNKNOWN                                             
32bit        488                          0xffffffff81069428 HOOKED: UNKNOWN                                             
32bit        489                          0xffffffff81068ca0 HOOKED: UNKNOWN                                             
32bit        490                          0xffffffff81068c80 HOOKED: UNKNOWN                                             
32bit        491                          0xffffffff81069290 HOOKED: UNKNOWN                                             
32bit        492                          0xffffffff81069428 HOOKED: UNKNOWN                                             
32bit        493                          0xffffffff810689f8 HOOKED: UNKNOWN                                             
32bit        494                          0xffffffff81069428 HOOKED: UNKNOWN                                             
32bit        495                          0xffffffff81069428 HOOKED: UNKNOWN                                             
32bit        496                          0xffffffff81069428 HOOKED: UNKNOWN                                             
32bit        497                          0xffffffff81069428 HOOKED: UNKNOWN                                             
32bit        498                          0xffffffff81069428 HOOKED: UNKNOWN                                             
32bit        499                          0xffffffff81069428 HOOKED: UNKNOWN                                             
32bit        500                          0xffffffff81069240 HOOKED: UNKNOWN                                             
32bit        501                          0xffffffff81069140 HOOKED: UNKNOWN                                             
32bit        502                          0xffffffff81069428 HOOKED: UNKNOWN                                             
32bit        503                          0xffffffff81069240 HOOKED: UNKNOWN                                             
32bit        504                          0xffffffff81069428 HOOKED: UNKNOWN                                             
32bit        505                          0xffffffff81069428 HOOKED: UNKNOWN                                             
32bit        506                          0xffffffff81069428 HOOKED: UNKNOWN                                             
32bit        507                          0xffffffff81069428 HOOKED: UNKNOWN                                             
32bit        508                          0xffffffff81069428 HOOKED: UNKNOWN                                             
32bit        509                          0xffffffff81069428 HOOKED: UNKNOWN                                             
32bit        510                          0xffffffff81069428 HOOKED: UNKNOWN                                             
32bit        511                          0xffffffff81069428 HOOKED: UNKNOWN                                             
32bit        512                          0xffffffff81069428 HOOKED: UNKNOWN                                             
32bit        513                          0xffffffff81069428 HOOKED: UNKNOWN                                             
32bit        514                          0xffffffff81069428 HOOKED: UNKNOWN                                             
32bit        515                          0xffffffff81069428 HOOKED: UNKNOWN                                             
32bit        516                          0xffffffff81068778 HOOKED: UNKNOWN                                             
32bit        517                          0xffffffff810690f0 HOOKED: UNKNOWN                                             
32bit        518                          0xffffffff81069428 HOOKED: UNKNOWN                                             
32bit        519                          0xffffffff81068778 HOOKED: UNKNOWN                                             
32bit        520                          0xffffffff81069428 HOOKED: UNKNOWN                                             
32bit        521                          0xffffffff81069428 HOOKED: UNKNOWN                                             
32bit        522                          0xffffffff81069428 HOOKED: UNKNOWN                                             
32bit        523                          0xffffffff81069428 HOOKED: UNKNOWN                                             
32bit        524                          0xffffffff81068778 HOOKED: UNKNOWN                                             
32bit        525                          0xffffffff81069428 HOOKED: UNKNOWN                                             
32bit        526                          0xffffffff81069428 HOOKED: UNKNOWN                                             
32bit        527                          0xffffffff81068778 HOOKED: UNKNOWN                                             
32bit        528                          0xffffffff81069428 HOOKED: UNKNOWN                                             
32bit        529                          0xffffffff81069428 HOOKED: UNKNOWN                                             
32bit        530                          0xffffffff81069428 HOOKED: UNKNOWN                                             
32bit        531                          0xffffffff81069428 HOOKED: UNKNOWN                                             
32bit        532                          0xffffffff81068b00 HOOKED: UNKNOWN                                             
32bit        533                          0xffffffff81069428 HOOKED: UNKNOWN                                             
32bit        534                          0xffffffff81069428 HOOKED: UNKNOWN                                             
32bit        535                          0xffffffff81068b00 HOOKED: UNKNOWN                                             
32bit        536                          0xffffffff81069428 HOOKED: UNKNOWN                                             
32bit        537                          0xffffffff81069428 HOOKED: UNKNOWN                                             
32bit        538                          0xffffffff81069428 HOOKED: UNKNOWN                                             
32bit        539                          0xffffffff81069428 HOOKED: UNKNOWN                                             
32bit        540                          0xffffffff81068938 HOOKED: UNKNOWN                                             
32bit        541                          0xffffffff81069428 HOOKED: UNKNOWN                                             
32bit        542                          0xffffffff81069428 HOOKED: UNKNOWN                                             
32bit        543                          0xffffffff81068938 HOOKED: UNKNOWN                                             
32bit        544                          0xffffffff81069428 HOOKED: UNKNOWN                                             
