Access Date;Access Time;Modify Date;Modify Time;Create Date;Create Time;Permissions;UID;Username;GID;Groupname;Size;File
02/09/2021;19:21:15.1303683680;07/16/2013;19:25:42.0000000000;03/05/2015;22:38:02.5365374770;755;0;root;0;root;47712;/bin/ed
02/09/2021;19:21:15.1303683680;07/16/2013;19:25:40.0000000000;03/05/2015;22:38:02.6885374830;755;0;root;0;root;89;/bin/red
02/09/2021;19:11:09.3824519990;01/13/2015;22:50:14.0000000000;03/05/2015;22:38:02.6885374830;755;0;root;0;root;39528;/bin/readlink
02/09/2021;19:11:07.6504519990;02/04/2015;12:57:44.0000000000;03/05/2015;22:38:02.7165374840;755;0;root;0;root;248040;/bin/udevadm
02/09/2021;19:21:15.1343703690;01/10/2014;05:05:28.0000000000;03/05/2015;22:38:02.7245374840;755;0;root;0;root;2133;/bin/zforce
02/09/2021;19:21:15.1343703690;01/10/2014;05:05:28.0000000000;03/05/2015;22:38:02.7245374840;755;0;root;0;root;142;/bin/zfgrep
02/09/2021;19:21:15.1383723690;01/18/2014;12:12:28.0000000000;03/05/2015;22:38:02.5565374780;755;0;root;0;root;138352;/bin/fgrep
02/09/2021;19:11:08.1784519990;01/28/2015;14:12:23.0000000000;03/05/2015;22:38:02.7205374840;755;0;root;0;root;6248;/bin/vmmouse_detect
02/09/2021;19:21:15.1383723690;10/21/2013;09:15:20.0000000000;03/05/2015;22:38:02.4805374750;755;0;root;0;root;31152;/bin/bzip2
02/09/2021;19:21:15.1383723690;03/23/2014;11:44:52.0000000000;03/05/2015;22:38:02.7205374840;755;0;root;0;root;27368;/bin/whiptail
02/09/2021;19:11:09.2544519990;01/13/2015;22:50:14.0000000000;03/05/2015;22:38:02.7165374840;755;0;root;0;root;31360;/bin/uname
02/09/2021;19:11:09.2864519990;01/10/2014;05:05:30.0000000000;03/05/2015;22:38:02.5685374790;755;0;root;0;root;94048;/bin/gzip
02/09/2021;19:21:15.1463763680;01/10/2014;05:05:28.0000000000;03/05/2015;22:38:02.7165374840;755;0;root;0;root;2303;/bin/uncompress
02/09/2021;19:11:08.4024519990;02/18/2013;08:55:53.0000000000;03/05/2015;22:38:02.5845374790;755;0;root;0;root;10480;/bin/kbd_mode
02/09/2021;19:11:07.7424519990;01/13/2015;22:50:14.0000000000;03/05/2015;22:38:02.6045374800;755;0;root;0;root;51936;/bin/mkdir
02/09/2021;19:11:07.6744519990;02/12/2015;13:53:38.0000000000;03/05/2015;22:38:02.6045374800;4755;0;root;0;root;94792;/bin/mount
02/09/2021;19:11:50.9884385620;03/05/2015;22:38:02.5325374770;03/05/2015;22:38:02.5325374770;777;0;root;0;root;8;/bin/dnsdomainname 


